114,0.662,0.101,
115,0.649,0.103,
116,0.66,0.103,
117,0.659,0.102,
118,0.648,0.103,
119,0.649,0.103,
120,0.66,0.105,
121,0.646,0.104,
122,0.648,0.104,
123,0.661,0.104,
124,0.66,0.104,
125,0.647,0.104,
126,0.647,0.105,
127,0.661,0.105,
128,0.647,0.105,
129,0.661,0.105,
130,0.646,0.105,
131,0.663,0.105,
132,0.659,0.105,
133,0.646,0.103,
134,0.661,0.107,
135,0.661,0.105,
136,0.659,0.105,
137,0.661,0.106,
138,0.659,0.107,
139,0.66,0.108,
140,0.646,0.104,
141,0.646,0.108,
142,0.644,0.106,
143,0.662,0.107,
144,0.648,0.108,
145,0.65,0.107,
146,0.659,0.108,
147,0.661,0.107,
148,0.662,0.108,
149,0.66,0.107,
150,0.661,0.109,
151,0.662,0.109,
152,0.648,0.107,
153,0.647,0.108,
154,0.662,0.108,
155,0.645,0.109,
156,0.66,0.109,
157,0.66,0.109,
158,0.661,0.11,
159,0.66,0.11,
160,0.647,0.109,
161,0.66,0.11,
162,0.649,0.11,
163,0.691,0.111,
164,0.661,0.11,
165,0.66,0.111,
166,0.661,0.111,
167,0.661,0.111,
168,0.661,0.111,
169,0.66,0.111,
170,0.662,0.111,
171,0.659,0.111,
172,0.66,0.111,
173,0.648,0.112,
174,0.661,0.111,
175,0.661,0.113,
176,0.66,0.112,
177,0.649,0.114,
178,0.65,0.112,
179,0.661,0.111,
180,0.659,0.112,
181,0.648,0.112,
182,0.661,0.113,
183,0.662,0.114,
184,0.646,0.114,
185,0.66,0.113,
186,0.66,0.116,
187,0.66,0.115,
188,0.66,0.116,
189,0.661,0.113,
190,0.66,0.115,
191,0.661,0.114,
192,0.65,0.114,
193,0.66,0.116,
194,0.66,0.114,
195,0.659,0.115,
196,0.647,0.114,
197,0.647,0.115,
198,0.66,0.114,
199,0.661,0.116,
200,0.659,0.117,
201,0.661,0.117,
202,0.659,0.117,
203,0.661,0.116,
204,0.646,0.116,
205,0.661,0.116,
206,0.661,0.115,
207,0.662,0.117,
208,0.647,0.118,
209,0.66,0.117,
210,0.659,0.117,
211,0.646,0.117,
212,0.66,0.117,
213,0.661,0.118,
214,0.659,0.117,
215,0.663,0.117,
216,0.659,0.119,
217,0.66,0.119,
218,0.658,0.118,
219,0.661,0.12,
220,0.648,0.119,
221,0.661,0.121,
222,0.66,0.119,
223,0.661,0.119,
224,0.659,0.12,
225,0.659,0.12,
226,0.659,0.122,
227,0.659,0.122,
228,0.661,0.12,
229,0.66,0.121,
230,0.648,0.12,
231,0.659,0.122,
232,0.661,0.121,
233,0.659,0.12,
234,0.661,0.121,
235,0.66,0.12,
236,0.651,0.121,
237,0.66,0.122,
238,0.661,0.121,
239,0.647,0.122,
240,0.698,0.146,
241,0.654,0.122,
242,0.663,0.123,
243,0.658,0.124,
244,0.664,0.123,
245,0.648,0.124,
246,0.648,0.123,
247,0.659,0.123,
248,0.661,0.122,
249,0.66,0.126,
250,0.664,0.123,
251,0.661,0.125,
252,0.66,0.125,
253,0.661,0.125,
254,0.66,0.125,
255,0.662,0.125,
256,0.66,0.125,
257,0.662,0.124,
258,0.66,0.124,
259,0.649,0.124,
260,0.66,0.125,
261,0.661,0.125,
262,0.66,0.124,
263,0.661,0.126,
264,0.648,0.126,
265,0.66,0.126,
266,0.66,0.125,
267,0.66,0.125,
268,0.647,0.126,
269,0.661,0.126,
270,0.661,0.126,
271,0.647,0.126,
272,0.659,0.128,
273,0.646,0.128,
274,0.661,0.128,
275,0.659,0.128,
276,0.647,0.129,
277,0.661,0.128,
278,0.662,0.128,
279,0.661,0.128,
280,0.66,0.129,
281,0.645,0.128,
282,0.663,0.129,
283,0.662,0.128,
284,0.661,0.128,
285,0.659,0.13,
286,0.66,0.13,
287,0.661,0.129,
288,0.662,0.129,
289,0.646,0.129,
290,0.661,0.131,
291,0.659,0.131,
292,0.649,0.131,
293,0.661,0.13,
294,0.661,0.132,
295,0.661,0.131,
296,0.646,0.131,
297,0.647,0.13,
298,0.646,0.131,
299,0.661,0.133,
300,0.662,0.132,
301,0.661,0.132,
302,0.648,0.132,
303,0.661,0.131,
304,0.659,0.132,
305,0.661,0.131,
306,0.66,0.134,
307,0.662,0.132,
308,0.66,0.133,
309,0.66,0.132,
310,0.646,0.133,
311,0.661,0.133,
312,0.661,0.132,
313,0.661,0.132,
314,0.659,0.133,
315,0.659,0.136,
316,0.66,0.151,
317,0.672,0.135,
318,0.662,0.134,
319,0.661,0.135,
320,0.662,0.135,
321,0.672,0.141,
322,0.667,0.144,
323,0.681,0.152,
324,0.702,0.156,
325,0.687,0.153,
326,0.688,0.15,
327,0.686,0.15,
328,0.692,0.141,
329,0.678,0.145,
330,0.671,0.142,
331,0.674,0.146,
332,0.672,0.154,
333,0.676,0.148,
334,0.683,0.139,
335,0.673,0.142,
336,0.669,0.138,
337,0.673,0.138,
338,0.671,0.139,
339,0.667,0.14,
340,0.671,0.139,
341,0.671,0.141,
342,0.668,0.139,
343,0.672,0.139,
344,0.674,0.14,
345,0.67,0.145,
346,0.673,0.147,
347,0.671,0.143,
348,0.671,0.15,
349,0.668,0.144,
350,0.671,0.146,
351,0.673,0.143,
352,0.671,0.148,
353,0.667,0.143,
354,0.671,0.146,
355,0.671,0.144,
356,0.666,0.142,
357,0.671,0.147,
358,0.667,0.142,
359,0.671,0.144,
360,0.668,0.144,
361,0.668,0.144,
362,0.671,0.146,
363,0.667,0.142,
364,0.67,0.143,
365,0.666,0.144,
366,0.671,0.146,
367,0.668,0.144,
368,0.671,0.143,
369,0.665,0.144,
370,0.667,0.145,
371,0.667,0.146,
372,0.672,0.144,
373,0.672,0.147,
374,0.671,0.148,
375,0.666,0.15,
376,0.667,0.146,
377,0.668,0.147,
378,0.672,0.151,
379,0.672,0.156,
380,0.671,0.154,
381,0.67,0.147,
382,0.677,0.155,
383,0.687,0.151,
384,0.672,0.147,
385,0.67,0.147,
386,0.67,0.147,
387,0.663,0.151,
388,0.671,0.155,
389,0.672,0.153,
390,0.752,0.154,
391,0.675,0.16,
392,0.678,0.166,
393,0.688,0.165,
394,0.718,0.168,
395,0.684,0.157,
396,0.676,0.152,
397,0.67,0.15,
398,0.668,0.149,
399,0.672,0.157,
400,0.676,0.164,
401,0.673,0.158,
402,0.676,0.157,
403,0.671,0.155,
404,0.676,0.161,
405,0.67,0.155,
406,0.673,0.157,
407,0.672,0.152,
408,0.672,0.158,
409,0.669,0.152,
410,0.671,0.151,
411,0.671,0.154,
412,0.675,0.15,
413,0.669,0.159,
414,0.67,0.159,
415,0.671,0.155,
416,0.667,0.152,
417,0.668,0.158,
418,0.671,0.153,
419,0.672,0.153,
420,0.667,0.157,
421,0.672,0.153,
422,0.673,0.157,
423,0.673,0.152,
424,0.67,0.155,
425,0.675,0.153,
426,0.667,0.155,
427,0.672,0.152,
428,0.666,0.155,
429,0.664,0.153,
430,0.666,0.158,
431,0.67,0.155,
432,0.671,0.157,
433,0.665,0.156,
434,0.666,0.155,
435,0.668,0.156,
436,0.666,0.161,
437,0.672,0.154,
438,0.665,0.158,
439,0.667,0.157,
440,0.67,0.155,
441,0.666,0.158,
442,0.67,0.158,
443,0.67,0.167,
444,0.672,0.165,
445,0.67,0.156,
446,0.668,0.163,
447,0.667,0.164,
448,0.673,0.16,
449,0.686,0.165,
450,0.671,0.161,
451,0.666,0.162,
452,0.667,0.157,
453,0.678,0.16,
454,0.671,0.158,
455,0.673,0.16,
456,0.667,0.165,
457,0.672,0.157,
458,0.666,0.164,
459,0.668,0.166,
460,0.669,0.171,
461,0.674,0.176,
462,0.727,0.161,
463,0.67,0.161,
464,0.671,0.171,
465,0.672,0.162,
466,0.669,0.194,
467,0.67,0.165,
468,0.669,0.166,
469,0.67,0.162,
470,0.673,0.164,
471,0.669,0.165,
472,0.668,0.165,
473,0.67,0.163,
474,0.677,0.171,
475,0.67,0.168,
476,0.674,0.167,
477,0.674,0.168,
478,0.67,0.177,
479,0.683,0.163,
480,0.672,0.165,
481,0.666,0.163,
482,0.674,0.165,
483,0.673,0.165,
484,0.671,0.165,
485,0.666,0.162,
486,0.669,0.166,
487,0.666,0.163,
488,0.669,0.164,
489,0.673,0.165,
490,0.67,0.163,
491,0.669,0.163,
492,0.666,0.169,
493,0.673,0.17,
494,0.668,0.168,
495,0.713,0.165,
496,0.704,0.175,
497,0.671,0.181,
498,0.688,0.163,
499,0.671,0.172,
500,0.666,0.169,
501,0.668,0.168,
502,0.671,0.172,
503,0.668,0.167,
504,0.669,0.174,
505,0.673,0.167,
506,0.655,0.176,
507,0.696,0.171,
508,0.671,0.176,
509,0.693,0.174,
510,0.691,0.177,
511,0.691,0.173,
512,0.671,0.174,
513,0.669,0.176,
514,0.672,0.17,
515,0.665,0.176,
516,0.658,0.164,
517,0.659,0.167,
518,0.661,0.174,
519,0.656,0.171,
520,0.672,0.165,
521,0.668,0.171,
522,0.664,0.172,
523,0.668,0.17,
524,0.663,0.17,
525,0.67,0.171,
526,0.667,0.17,
527,0.664,0.169,
528,0.666,0.173,
529,0.664,0.171,
530,0.66,0.166,
531,0.666,0.174,
532,0.666,0.173,
533,0.687,0.168,
534,0.665,0.169,
535,0.666,0.171,
536,0.665,0.169,
537,0.664,0.172,
538,0.658,0.169,
539,0.654,0.17,
540,0.653,0.173,
541,0.665,0.168,
542,0.665,0.168,
543,0.666,0.17,
544,0.664,0.177,
545,0.665,0.169,
546,0.663,0.176,
547,0.664,0.173,
548,0.654,0.171,
549,0.662,0.177,
550,0.665,0.176,
551,0.663,0.172,
552,0.665,0.171,
553,0.663,0.174,
554,0.668,0.171,
555,0.663,0.177,
556,0.663,0.177,
557,0.666,0.175,
558,0.663,0.173,
559,0.666,0.175,
560,0.663,0.169,
561,0.665,0.177,
562,0.656,0.176,
563,0.663,0.182,
564,0.664,0.179,
565,0.662,0.179,
